fac_name,type,admin1_abb,admin2_abb,date_closed,date_opened,lat,long,info,ou3_abb,admin1_name,Date_closed
George Masebe Hospital,District Hospital,LP,DC36,9999-12-31,1994-01-01,-23.87583,28.69568,,LIM367,Limpopo,NA
FH Odendaal (Nylstroom) Hospital,District Hospital,LP,DC36,9999-12-31,1994-01-01,-24.7014,28.42212,,LIM368,Limpopo,NA
Ellisras Hospital,District Hospital,LP,DC36,9999-12-31,1994-01-01,-23.67809,27.70333,,LIM362,Limpopo,NA
Elim Hospital,District Hospital,LP,DC34,9999-12-31,1994-01-01,-23.15409,30.05617,,LIM344,Limpopo,NA
Dr CN Phatudi Hospital,District Hospital,LP,DC33,9999-12-31,1994-01-01,-24.02655,30.28098,,LIM333,Limpopo,NA
Donald Fraser Hospital,District Hospital,LP,DC34,9999-12-31,1994-01-01,-22.88653,30.47902,,LIM343,Limpopo,NA
Dilokong Hospital,District Hospital,LP,DC47,9999-12-31,1994-01-01,-24.61418,30.17051,"Hospital built to replace HC Boshoff, but functioned as a CHC for some time in 2004 and 2005.",LIM476,Limpopo,NA
Botlokwa Hospital,District Hospital,LP,DC35,9999-12-31,1994-01-01,-23.49235,29.74225,,LIM353,Limpopo,NA
Swartklip Mine Hospital,Private Hospital,LP,DC36,9999-12-31,2003-01-01,-24.93938,27.15166,,LIM361,Limpopo,NA
Setaria Mine Hospital,Private Hospital,LP,DC36,9999-12-31,2003-01-01,NA,NA,,LIM361,Limpopo,NA
NHN Zoutpansberg Private Hospital,Private Hospital,LP,DC34,9999-12-31,2014-10-01,NA,NA,,LIM344,Limpopo,NA
NHN St Vincent Hospital,Private Hospital,LP,DC36,9999-12-31,1994-01-01,-24.88254,28.28463,Not providing data,LIM366,Limpopo,NA
NHN Quality Care Private Hospital,Private Hospital,LP,DC34,9999-12-31,2014-10-01,NA,NA,,LIM344,Limpopo,NA
Mediclinic Lephalale Hospital,Private Hospital,LP,DC36,9999-12-31,2014-10-01,NA,NA,,LIM362,Limpopo,NA
Anglo Platinum Mine Hospital,Private Hospital,LP,DC36,9999-12-31,1994-01-01,NA,NA,,LIM367,Limpopo,NA
Amandelbult Mine Hospital,Private Hospital,LP,DC36,9999-12-31,2003-01-01,-24.81422,27.29487,,LIM361,Limpopo,NA
Pietersburg Hospital,Provincial Tertiary Hospital,LP,DC35,9999-12-31,1994-01-01,-23.89606,29.45909,,LIM354,Limpopo,NA
Mankweng Hospital,Provincial Tertiary Hospital,LP,DC35,9999-12-31,1994-01-01,-23.87944,29.725,,LIM354,Limpopo,NA
Tshilidzini Hospital,Regional Hospital,LP,DC34,9999-12-31,1994-01-01,-22.9947,30.41415,,LIM343,Limpopo,NA
St Ritas Hospital,Regional Hospital,LP,DC47,9999-12-31,1994-01-01,-24.8446,29.804,,LIM473,Limpopo,NA
Philadelphia Hospital,Regional Hospital,LP,DC47,9999-12-31,1994-01-01,-25.25923,29.14855,,LIM472,Limpopo,NA
Mokopane Hospital,Regional Hospital,LP,DC36,9999-12-31,1994-01-01,-24.15208,28.98611,,LIM367,Limpopo,NA
Letaba Hospital,Regional Hospital,LP,DC33,9999-12-31,1994-01-01,-23.87417,30.26933,,LIM333,Limpopo,NA
Thabamoopo Hospital,Specialised Psychiatric Hospital,LP,DC35,9999-12-31,1994-01-01,-24.30325,29.54406,,LIM355,Limpopo,NA
Hayani Hospital,Specialised Psychiatric Hospital,LP,DC34,9999-12-31,1994-01-01,-22.94093,30.48536,,LIM343,Limpopo,NA
Evuxakeni Hospital,Specialised Psychiatric Hospital,LP,DC33,9999-12-31,1994-01-01,-23.32223,30.72358,,LIM331,Limpopo,NA
FH Odendaal MDR Hospital,Specialised TB Hospital,LP,DC36,9999-12-31,2006-01-01,-24.70138,28.42206,,LIM368,Limpopo,NA
Waterval Boven Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.6479,30.338,,MP314,Mpumulanga,NA
Tonga Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-25.6947,31.7881,,MP324,Mpumulanga,NA
Tintswalo Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-24.59183,31.05983,,MP325,Mpumulanga,NA
Standerton Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-26.93956,29.24544,,MP305,Mpumulanga,NA
Shongwe Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-25.686889999999998,31.49128,,MP324,Mpumulanga,NA
Sabie Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-25.09264,30.782,,MP321,Mpumulanga,NA
Piet Retief Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-27.01889,30.80625,,MP303,Mpumulanga,NA
Mmametlhake Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.10464,28.55872,,MP316,Mpumulanga,NA
Middelburg Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.77417,29.45133,,MP313,Mpumulanga,NA
Matikwana Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-24.98763,31.23628,,MP325,Mpumulanga,NA
Matibidi Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-24.5884,30.7696,,MP321,Mpumulanga,NA
Lydenburg Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-25.1085,30.4514,,MP321,Mpumulanga,NA
KwaMhlanga Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.41805,28.70415,,MP315,Mpumulanga,NA
Impungwe Hospital (Wolwekrans),District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.87273,29.25281,,MP312,Mpumulanga,NA
HA Grove Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-25.69646,30.04431,Previously Belfast Hospital,MP314,Mpumulanga,NA
Evander Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-26.45806,29.12639,,MP307,Mpumulanga,NA
Embhuleni Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-26.04502,30.84049,,MP301,Mpumulanga,NA
Elsie Ballot Hospital,District Hospital,MP,DC30,9999-12-31,2005-04-01,-27.0107,29.86146,,MP304,Mpumulanga,NA
Carolina Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-26.07581,30.11237,,MP301,Mpumulanga,NA
Bethal Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-26.46461,29.46735,,MP307,Mpumulanga,NA
Bernice Samuels Hospital,District Hospital,MP,DC31,9999-12-31,1994-01-01,-26.15213,28.66699,Alias Delmas Hospital,MP311,Mpumulanga,NA
Barberton Hospital,District Hospital,MP,DC32,9999-12-31,1994-01-01,-25.78144,31.04189,,MP326,Mpumulanga,NA
Amajuba Memorial Hospital,District Hospital,MP,DC30,9999-12-31,1994-01-01,-27.3525,29.89128,,MP304,Mpumulanga,NA
Optimum Mine Hospital,Private Hospital,MP,DC31,9999-12-31,2000-01-01,NA,NA,,MP313,Mpumulanga,NA
NHN M-Care Nelspruit Hospital,Private Hospital,MP,DC32,9999-12-31,2014-10-01,NA,NA,,MP326,Mpumulanga,NA
NHN Kiaat Private Hospital,Private Hospital,MP,DC32,9999-12-31,2014-10-01,NA,NA,,MP326,Mpumulanga,NA
NHN Highveld Eye Hospital,Private Hospital,MP,DC31,9999-12-31,2014-10-01,NA,NA,,MP312,Mpumulanga,NA
NHN eMalahleni Private Hospital,Private Hospital,MP,DC31,9999-12-31,2014-10-01,NA,NA,,MP312,Mpumulanga,NA
NHN eMalahleni Day Hospital,Private Hospital,MP,DC31,9999-12-31,2014-10-01,NA,NA,,MP312,Mpumulanga,NA
Middelburg Mine Hospital,Private Hospital,MP,DC31,9999-12-31,2000-01-01,NA,NA,,MP313,Mpumulanga,NA
Mediclinic Nelspruit Hospital,Private Hospital,MP,DC32,9999-12-31,1994-01-01,-25.4933,30.962,,MP326,Mpumulanga,NA
Mediclinic Highveld Hospital,Private Hospital,MP,DC30,9999-12-31,1994-01-01,-26.48932,29.23785,Previously Hydromed Trichardt Hospital and mp Trichardt Medi-Clinic Hospital,MP307,Mpumulanga,NA
Life Piet Retief Hospital,Private Hospital,MP,DC30,9999-12-31,1994-01-01,NA,NA,,MP303,Mpumulanga,NA
Life Midmed Hospital,Private Hospital,MP,DC31,9999-12-31,1994-01-01,-25.7629,29.45754,,MP313,Mpumulanga,NA
Life Cosmos Hospital,Private Hospital,MP,DC31,9999-12-31,1994-01-01,-25.87408,29.21886,,MP312,Mpumulanga,NA
Koornfontein Mine Hospital,Private Hospital,MP,DC31,9999-12-31,2000-01-01,NA,NA,,MP313,Mpumulanga,NA
Greenside Hospital,Private Hospital,MP,DC31,9999-12-31,1994-01-01,NA,NA,,MP312,Mpumulanga,NA
Ermelo Hospiplan Hospital,Private Hospital,MP,DC30,9999-12-31,1994-01-01,-26.52297,29.97482,,MP302,Mpumulanga,NA
Douglas Colliery Mine Hospital,Private Hospital,MP,DC31,9999-12-31,2000-01-01,-25.94671,29.8034,,MP313,Mpumulanga,NA
Arnot Colliery Mine Hospital,Private Hospital,MP,DC31,9999-12-31,2000-01-01,NA,NA,,MP313,Mpumulanga,NA
Amcoal Highveld Hospital,Private Hospital,MP,DC31,9999-12-31,1994-01-01,-25.87265,29.2112,,MP312,Mpumulanga,NA
Witbank Hospital,Provincial Tertiary Hospital,MP,DC31,9999-12-31,1994-01-01,-25.881710000000002,29.23471,,MP312,Mpumulanga,NA
Rob Ferreira Hospital,Provincial Tertiary Hospital,MP,DC32,9999-12-31,1994-01-01,-25.47556,30.97111,,MP326,Mpumulanga,NA
Themba Hospital,Regional Hospital,MP,DC32,9999-12-31,1994-01-01,-25.3452,31.1228,,MP326,Mpumulanga,NA
Mapulaneng Hospital,Regional Hospital,MP,DC32,9999-12-31,1994-01-01,-24.84972,31.06531,,MP325,Mpumulanga,NA
Ermelo Hospital,Regional Hospital,MP,DC30,9999-12-31,1994-01-01,-26.52317,29.97522,,MP302,Mpumulanga,NA
Witbank Specialised TB Hospital,Specialised TB Hospital,MP,DC31,9999-12-31,1994-01-01,-25.86672,29.16725,Previously HJE Schultz SANTA Hospital,MP312,Mpumulanga,NA
Standerton Specialised TB Hospital,Specialised TB Hospital,MP,DC30,9999-12-31,1994-01-01,-26.93893,29.24255,Previously WF Te Water SANTA Centre,MP305,Mpumulanga,NA
Sesifuba TB Hospital,Specialised TB Hospital,MP,DC30,9999-12-31,1994-01-01,-26.52028,29.97775,,MP302,Mpumulanga,NA
Bongani TB Hospital,Specialised TB Hospital,MP,DC32,9999-12-31,1994-01-01,-25.08901,31.12695,,MP326,Mpumulanga,NA
Barberton TB Hospital,Specialised TB Hospital,MP,DC32,9999-12-31,1994-01-01,-25.78014,31.02869,,MP326,Mpumulanga,NA
Tshwaragano Hospital,District Hospital,NC,DC45,9999-12-31,1994-01-01,-27.3067,23.34494,,NC452,Northern Cape,NA
Springbok (Dr Van Niekerk) Hospital,District Hospital,NC,DC6,9999-12-31,1994-01-01,-29.66059,17.88323,,NC062,Northern Cape,NA
Prof ZK Matthews Hospital,District Hospital,NC,DC9,9999-12-31,1994-01-01,-28.54003,24.51488,Barkly West Hospital renamed in Dec 2008,NC092,Northern Cape,NA
Prieska (Bill Pickard) Hospital,District Hospital,NC,DC7,9999-12-31,1994-01-01,-29.66818,22.73732,,NC077,Northern Cape,NA
Postmasburg Hospital,District Hospital,NC,DC8,9999-12-31,1994-01-01,-28.32763,23.06008,,NC085,Northern Cape,NA
Manne Dipico (Colesberg) Hospital,District Hospital,NC,DC7,9999-12-31,1994-01-01,-30.73001,25.08956,Previously Colesberg Hospital,NC072,Northern Cape,NA
Kuruman Hospital,District Hospital,NC,DC45,9999-12-31,1994-01-01,-27.46592,23.42663,,NC452,Northern Cape,NA
Kakamas Hospital,District Hospital,NC,DC8,9999-12-31,1994-01-01,-28.78055,20.62249,,NC082,Northern Cape,NA
Hartswater (Connie Vorster) Hospital,District Hospital,NC,DC9,9999-12-31,1994-01-01,-27.75766,24.81333,,NC094,Northern Cape,NA
De Aar (Central Karoo) Hospital,District Hospital,NC,DC7,9999-12-31,1994-01-01,-30.65961,24.00825,,NC073,Northern Cape,NA
Calvinia (Abraham Esau) Hospital,District Hospital,NC,DC6,9999-12-31,2000-04-01,-31.46187,19.77654,Previously Calvinia (Voortrekker) Hospital,NC065,Northern Cape,NA
Mediclinic Kimberley Hospital,Private Hospital,NC,DC9,9999-12-31,2014-01-01,NA,NA,,NC091,Northern Cape,NA
Kleinsee Private Hospital,Private Hospital,NC,DC6,9999-12-31,2014-01-01,NA,NA,,NC062,Northern Cape,NA
Dr Harry Surtie Hospital,Regional Hospital,NC,DC8,9999-12-31,1994-01-01,-28.446,21.266,was nc Gordonia Hospital,NC087,Northern Cape,NA
West End Specialised Psychiatric Hospital,Specialised Psychiatric Hospital,NC,DC9,9999-12-31,2001-01-01,-28.7376,24.7239,,NC091,Northern Cape,NA
West End Specialised TB Hospital,Specialised TB Hospital,NC,DC9,9999-12-31,2001-01-01,-28.8068,24.7737,"Name changed during workshop 14 July 2014,consulted management",NC091,Northern Cape,NA
Upington TB Hospital (Paeds),Specialised TB Hospital,NC,DC8,9999-12-31,1994-01-01,-28.44604,21.26603,,NC087,Northern Cape,NA
Helen Bishop Orthopaedic After-care Home,Step Down Facility,NC,DC9,9999-12-31,1994-01-01,NA,NA,,NC091,Northern Cape,NA
Hanover Wellness Centre,Step Down Facility,NC,DC7,9999-12-31,2010-04-01,NA,NA,,NC073,Northern Cape,NA
Colesberg Truck Wellness Centre,Step Down Facility,NC,DC7,9999-12-31,2010-04-01,NA,NA,,NC072,Northern Cape,NA
Zeerust Hospital,District Hospital,NW,DC38,9999-12-31,1994-01-01,-25.54281,26.06647,?? PDEs but no expenditure - possibly combine with Lehurutshe,NW385,North West,NA
Thusong Hospital,District Hospital,NW,DC38,9999-12-31,1994-01-01,-26.05176,25.94817,,NW384,North West,NA
Taung Hospital,District Hospital,NW,DC39,9999-12-31,1994-01-01,-27.53775,24.79175,,NW394,North West,NA
Schweizer-Reneke Hospital,District Hospital,NW,DC39,9999-12-31,1994-01-01,-27.1818,25.32879,,NW393,North West,NA
Nic Bodenstein Hospital,District Hospital,NW,DC40,9999-12-31,1994-01-01,-27.18828,25.98291,,NW404,North West,NA
Moses Kotane Hospital,District Hospital,NW,DC37,9999-12-31,1994-01-01,-25.18063,27.16183,Name changed on 17 May 2010,NW375,North West,NA
Lehurutshe Hospital,District Hospital,NW,DC38,9999-12-31,1994-01-01,-25.47825,25.98058,,NW385,North West,NA
Koster Hospital,District Hospital,NW,DC37,9999-12-31,1994-01-01,-25.8633,26.8978,Alias JD Verster District Hospital,NW374,North West,NA
General de la Rey Hospital,District Hospital,NW,DC38,9999-12-31,1994-01-01,-26.1475,26.15132,Changed from CHC to hospital during 2002,NW384,North West,NA
Gelukspan Hospital,District Hospital,NW,DC38,9999-12-31,1994-01-01,-26.19825,25.60146,,NW383,North West,NA
Ganyesa Hospital,District Hospital,NW,DC39,9999-12-31,1994-01-01,-26.5449,24.13858,,NW397,North West,NA
Christiana Hospital,District Hospital,NW,DC39,9999-12-31,1994-01-01,-27.90812,25.17532,,NW396,North West,NA
Brits Hospital,District Hospital,NW,DC37,9999-12-31,1994-01-01,-25.6314,27.78452,,NW372,North West,NA
RPM Mine Hospital,Private Hospital,NW,DC37,9999-12-31,1994-01-01,NA,NA,Mine hosp - TB data only,NW373,North West,NA
NHN Wilmed Park Private Hospital,Private Hospital,NW,DC40,9999-12-31,1994-01-01,-26.83084,26.67859,For future use,NW403,North West,NA
NHN Sunningdale Hospital,Private Hospital,NW,DC40,9999-12-31,2013-04-01,-26.84696,26.66934,For future use,NW403,North West,NA
Life Peglerae Hospital,Private Hospital,NW,DC37,9999-12-31,1994-01-01,-25.67383,27.24233,,NW373,North West,NA
Life Anncron Clinic Hospital,Private Hospital,NW,DC40,9999-12-31,2013-04-01,-26.84126,26.66846,Incorporates Daylene Clinic,NW403,North West,NA
Impala Mine Hospital,Private Hospital,NW,DC37,9999-12-31,1994-01-01,-25.53358,27.20101,,NW373,North West,NA
Andrew Saffey Mine Hospital,Private Hospital,NW,DC37,9999-12-31,1994-01-01,-25.67742,27.52882,TB data only,NW373,North West,NA
Tshepong Hospital,Provincial Tertiary Hospital,NW,DC40,9999-12-31,2012-04-01,-26.87605,26.65088,Klerksdorp and Tshepong Hospitals reported combined data as Klerksdorp/Tshepong Hospital from 2000 until end of March 2012. All this historical data remains under Klerksdorp Hospital,NW403,North West,NA
Klerksdorp-Tshepong Tertiary Hospital,Provincial Tertiary Hospital,NW,DC40,9999-12-31,1994-01-01,NA,NA,Klerksdorp and Tshepong Hospitals reported combined data as Klerksdorp/Tshepong Hospital from 2000 until end of March 2012. All this historical data remains under Klerksdorp Hospital. Merged to Klerksdorp-Tshepong in Oct 2015,NW403,North West,NA
Job Shimankana Tabane Hospital,Provincial Tertiary Hospital,NW,DC37,9999-12-31,1994-01-01,-25.66278,27.23603,,NW373,North West,NA
Potchefstroom Hospital,Regional Hospital,NW,DC40,9999-12-31,1994-01-01,-26.7269,27.08381,,NW405,North West,NA
Mahikeng Provincial Hospital,Regional Hospital,NW,DC38,9999-12-31,1994-01-01,-25.88424,25.65794,,NW383,North West,NA
Joe Morolong Memorial Hospital,Regional Hospital,NW,DC39,9999-12-31,1994-01-01,-26.95725,24.71612,,NW392,North West,NA
Witrand Psychiatric Hospital,Specialised Psychiatric Hospital,NW,DC40,9999-12-31,1994-01-01,-26.71392,27.09142,,NW405,North West,NA
Bophelong Psychiatric Hospital,Specialised Psychiatric Hospital,NW,DC38,9999-12-31,1994-01-01,-25.88377,25.65407,,NW383,North West,NA
Wesfleur Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-33.56432,18.49541,,CPT_West,Western Cape,NA
Vredendal Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-31.66944,18.50472,,WC011,Western Cape,NA
Vredenburg Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-32.91361,17.99083,,WC014,Western Cape,NA
Victoria Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-34.01177,18.45925,"Tertiary classification - ""General""",CPT_South,Western Cape,NA
Uniondale Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,-33.65944,23.12556,,WC044,Western Cape,NA
Swellendam Hospital,District Hospital,WC,DC3,9999-12-31,1994-01-01,-34.02377,20.44911,,WC034,Western Cape,NA
Swartland Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-33.45444,18.72306,,WC015,Western Cape,NA
Stellenbosch Hospital,District Hospital,WC,DC2,9999-12-31,1994-01-01,-33.93056,18.87028,,WC024,Western Cape,NA
Robertson Hospital,District Hospital,WC,DC2,9999-12-31,1994-01-01,-33.80167,19.89133,,WC026,Western Cape,NA
Riversdale Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,-34.09361,21.25472,,WC042,Western Cape,NA
Radie Kotze Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-32.90639,18.76222,,WC013,Western Cape,NA
Prince Albert Hospital,District Hospital,WC,DC5,9999-12-31,1994-01-01,-33.21667,22.02583,,WC052,Western Cape,NA
Oudtshoorn Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,-33.58889,22.18889,No of beds reduced to 127 from 1 August 2003.,WC045,Western Cape,NA
Otto Du Plessis Hospital,District Hospital,WC,DC3,9999-12-31,1994-01-01,-34.53633,20.03367,,WC033,Western Cape,NA
Murraysburg Hospital,District Hospital,WC,DC5,9999-12-31,1994-01-01,-31.9625,23.76917,,WC053,Western Cape,NA
Mossel Bay Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,-34.18583,22.1275,,WC043,Western Cape,NA
Montagu Hospital,District Hospital,WC,DC2,9999-12-31,1994-01-01,-33.79778,20.12333,,WC026,Western Cape,NA
Mitchells Plain Hospital,District Hospital,WC,CPT,9999-12-31,2010-04-01,-34.02623,18.6157,,CPT_Mitch,Western Cape,NA
LAPA Munnik Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-33.01806,18.99444,,WC013,Western Cape,NA
Laingsburg Hospital,District Hospital,WC,DC5,9999-12-31,1994-01-01,-33.19444,20.85028,,WC051,Western Cape,NA
Knysna Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,-34.03694,23.05806,,WC048,Western Cape,NA
Khayelitsha Hospital,District Hospital,WC,CPT,9999-12-31,2006-01-01,-34.05118,18.67434,Previously Khayelitsha Hospital,CPT_Khaye,Western Cape,NA
Karl Bremer Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-33.89482,18.60966,"Tertiary classification - ""General""",CPT_Tyger,Western Cape,NA
Hermanus Hospital,District Hospital,WC,DC3,9999-12-31,1994-01-01,-34.42267,19.22833,,WC032,Western Cape,NA
Helderberg Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-34.07472,18.86583,"Previously Hottentots Holland Hospital. Tertiary classification - ""General""",CPT_East,Western Cape,NA
GF Jooste Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-33.98564,18.55914,"Tertiary classification - ""General""",CPT_Klip,Western Cape,NA
False Bay Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-34.13157,18.41529,,CPT_South,Western Cape,NA
Eerste River Hospital,District Hospital,WC,CPT,9999-12-31,1994-01-01,-33.99729,18.71907,Hospital bought from private sector in 2002. Opened 1 September 2002.,CPT_East,Western Cape,NA
Clanwilliam Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-32.18361,18.89083,,WC012,Western Cape,NA
Citrusdal Hospital,District Hospital,WC,DC1,9999-12-31,1994-01-01,-32.59889,19.0175,,WC012,Western Cape,NA
Ceres Hospital,District Hospital,WC,DC2,9999-12-31,1994-01-01,-33.36306,19.30083,Stopped submitting PHC data in Feb-99,WC022,Western Cape,NA
Caledon Hospital,District Hospital,WC,DC3,9999-12-31,1994-01-01,-34.22433,19.43317,,WC031,Western Cape,NA
Beaufort West Hospital CDC,District Hospital,WC,DC5,9999-12-31,1994-01-01,-32.35278,22.6075,Previously Beaufort West Hospital CHC Previously Beaufort West Hospital PHC Clinic,WC053,Western Cape,NA
Alan Blyth Hospital,District Hospital,WC,DC4,9999-12-31,1994-01-01,NA,NA,,WC041,Western Cape,NA
Tygerberg Hospital,National Central Hospital,WC,CPT,9999-12-31,1994-01-01,-33.90998,18.61304,"Previously Tygerberg Hospital Tertiary classification - ""Central""",CPT_Tyger,Western Cape,NA
Groote Schuur Hospital,National Central Hospital,WC,CPT,9999-12-31,1994-01-01,-33.94206,18.46244,"Previously Groote Schuur Hospital Tertiary classification - ""Central""",CPT_West,Western Cape,NA
Wesfleur Clinic Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.56499,18.49505,,CPT_West,Western Cape,NA
Shirnell Clinic Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.91578,18.44249,,CPT_West,Western Cape,NA
NHN Spescare Sub-Acute Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_East,Western Cape,NA
NHN M-Care Newlands Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_South,Western Cape,NA
NHN M-Care Cape View Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_North,Western Cape,NA
NHN Life Path Helderberg Clinic Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_East,Western Cape,NA
NHN Kango Clinic,Private Hospital,WC,DC4,9999-12-31,2014-10-01,NA,NA,,WC045,Western Cape,NA
NHN Intercare Tyger Valley Sub-Acute Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_North,Western Cape,NA
NHN Intercare Century City Day Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_West,Western Cape,NA
Netcare UCT Private Academic Hospital,Private Hospital,WC,CPT,9999-12-31,2014-10-01,NA,NA,,CPT_West,Western Cape,NA
Netcare Southern Cross Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-34.00479,18.46923,,CPT_South,Western Cape,NA
Netcare N1 City Hospital,Private Hospital,WC,CPT,9999-12-31,1994-01-01,-33.89363,18.55897,,CPT_Tyger,Western Cape,NA
Netcare Kuils River Hospital,Private Hospital,WC,CPT,9999-12-31,2002-09-01,-33.91959,18.67525,Previously Kuils River Private Hospital,CPT_East,Western Cape,NA
Netcare Christiaan Barnard Memorial Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.9219,18.41808,Formerly City Park Hospital,CPT_West,Western Cape,NA
Netcare Ceres Hospital,Private Hospital,WC,DC2,9999-12-31,1994-01-01,-33.36074,19.3094,Previously Ceres Medi-Clinic Hospital Only perinatal data,WC022,Western Cape,NA
Netcare Blaauwberg Hospital,Private Hospital,WC,CPT,9999-12-31,2013-04-01,NA,NA,,CPT_West,Western Cape,NA
Meyer Zall Institute Hospital,Private Hospital,WC,DC4,9999-12-31,1994-01-01,NA,NA,,WC048,Western Cape,NA
Melomed Mitchells Plain Hospital,Private Hospital,WC,CPT,9999-12-31,2013-04-01,NA,NA,,CPT_Mitch,Western Cape,NA
Melomed Gatesville Hospital,Private Hospital,WC,CPT,9999-12-31,2013-08-01,NA,NA,,CPT_Klip,Western Cape,NA
Melomed Bellville Hospital,Private Hospital,WC,CPT,9999-12-31,2013-04-01,NA,NA,,CPT_Tyger,Western Cape,NA
Mediclinic Worcester Hospital,Private Hospital,WC,DC2,9999-12-31,1994-01-01,-33.64431,19.45071,,WC025,Western Cape,NA
Mediclinic Vergelegen Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-34.09161,18.85811,,CPT_East,Western Cape,NA
Mediclinic Stellenbosch Hospital,Private Hospital,WC,DC2,9999-12-31,1994-01-01,-33.94491,18.84997,Previously Stellenbosch Medi-Clinic Hospital,WC024,Western Cape,NA
Mediclinic Panorama Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.87629,18.5736,,CPT_North,Western Cape,NA
Mediclinic Paarl Hospital,Private Hospital,WC,DC2,9999-12-31,2000-01-01,-33.71875,18.96917,Previously Paarl Medi-Clinic Hospital,WC023,Western Cape,NA
Mediclinic Milnerton Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.86549,18.5069,,CPT_West,Western Cape,NA
Mediclinic Louis Leipoldt Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.90149,18.61273,Previously Louis Leipoldt Medi-Clinic Hospital,CPT_Tyger,Western Cape,NA
Mediclinic Klein Karoo Hospital,Private Hospital,WC,DC4,9999-12-31,1994-01-01,-33.58612,22.1857,Previously Klein Karoo Medi-Clinic Hospital,WC045,Western Cape,NA
Mediclinic Hermanus Hospital,Private Hospital,WC,DC3,9999-12-31,1994-01-01,-34.42299,19.22622,Previously Hermanus Medi-Clinic Hospital Only perinatal data,WC032,Western Cape,NA
Mediclinic George Hospital,Private Hospital,WC,DC4,9999-12-31,1994-01-01,-33.95735,22.45625,Previously George Medi-Clinic Hospital Previously Lamprecht Clinic Hospital,WC044,Western Cape,NA
Mediclinic Durbanville Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,-33.82603,18.6551,Previously Durbanville Medi-Clinic Hospital,CPT_North,Western Cape,NA
Mediclinic Constantiaberg Hospital,Private Hospital,WC,CPT,9999-12-31,1999-01-01,NA,NA,Previously Constantiaberg Medi-Clinic Hospital,CPT_South,Western Cape,NA
Mediclinic Cape Town Hospital,Private Hospital,WC,CPT,9999-12-31,2001-05-01,-33.93613,18.4103,,CPT_West,Western Cape,NA
