admin1_name,admin2_name,admin3_name,fac_id,fac_name,date_opened,date_closed,coordinates,long,lat,contactperson,address,org_owner,org_rural_urban,type,admin1_abb
KwaZulu-Natal,uMgungundlovu,Msunduzi,ofuJbI7SUjt,Ntembeni Clinic,1994-01-01,NA,"[30.249347,-29.7158]",30.249347,-29.7158,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,IHzKZyYuGt9,Omega Pharmacy,2014-04-01,NA,"[30.407916,-29.562358]",30.407916,-29.5623,NA,"604 Chotamotala Road, Raisethorpe, Pietermaritzburg",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,r97U3EkEvz2,Oribi Clinic,1994-01-01,2016-05-31,"[30.39634,-29.638039]",30.39634,-29.638,NA,26 Oribi Village,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,uNFNTzRDP3E,Pata Clinic,1994-01-01,NA,"[30.326011,-29.661953]",30.326011,-29.6619,NA,"Edendale, Pietermaritzburg, 3201",Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,DzpFZMVZ6HN,Pietermaritzburg Assessment and Therapy Centre,2017-04-01,NA,NA,NA,NA,Mrs Buyisile Mabaso,"35 Gandhi Road, Northdale, 3201",Gov Province,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,Ko4VunT84P2,Pietermaritzburg City Engineers Occupational Health Centre,1994-01-01,NA,"[30.3817,-29.59879]",30.3817,-29.5987,NA,NA,Not-for-profit,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,UIqrdjOvL0T,Pietermaritzburg Correctional Centre Placeholder,1994-01-01,NA,"[30.38441,-29.63277]",30.38441,-29.6327,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,jRJJLxh1Mb4,Pietermaritzburg Electricity Dept Occupational Health Centre,1994-01-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,GiV6akUEYoh,Pietermaritzburg Eye Hospital,2018-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,lSiPeopisHE,Pietermaritzburg Factories Mobile 1,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,hPLJ4hGPUqm,Pietermaritzburg Geriatric Satellite Clinic,1994-01-01,2016-05-31,"[30.381704,-29.598789]",30.381704,-29.5987,NA,NA,Gov Province,Urban,Satellite Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,RIOoEdJG7Jh,Pietermaritzburg Medium A Correctional Centre,1994-01-01,NA,"[30.38441,-29.63252]",30.38441,-29.6325,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,e9e8Q4p3aCu,Pietermaritzburg Medium B Correctional Centre,1994-01-01,NA,"[30.38441,-29.63252]",30.38441,-29.6325,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,GLdccf1v9hQ,Rainbow Hospital,1994-01-01,2016-04-30,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,obWJrVwqCwT,Raisethorpe Pharmacy,2014-05-01,2016-06-30,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,HurQHEohyv5,Royal Rehabilitation Hospital,2018-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,oH7HWRtLLAN,SAMHS Pietermaritzburg Military Medical Clinic,1998-01-01,NA,"[30.36009,-29.609073]",30.36009,-29.609,NA,"174 Mayor's Walk, Pietermaritzburg",Gov SAMHS,Urban,Sickbay,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,cxojv9z2cQK,SAVF Non-Medical Site,2014-07-01,2016-06-30,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,dorfBPOp1Or,Scottsville Clinic,1994-01-01,NA,"[30.394373,-29.624705]",30.394373,-29.6247,NA,Oribi Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,bGBjdxY8GzL,Scottsville Pharmacy,2017-04-01,NA,"[30.396534,-29.616791]",30.396534,-29.6167,NA,"64 Alan Paton Avenue, Scottsville, Pietermaritzburg",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,gv5O9b5KOci,Scottville Family Clinic,2018-04-01,NA,"[30.393500,-29.616532]",30.3935,-29.6165,Anni Erasmus,"50 Coronation Road, Scottville, Pietermaritzburg, 3201",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,ZPn929UWahV,Sevontein Correctional Centre,1994-01-01,NA,"[30.38409,-29.59938]",30.38409,-29.5993,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,q5JlAK6asgZ,Sinathing Clinic,1994-01-01,NA,"[30.295162,-29.675047]",30.295162,-29.675,NA,Newton Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,MSLfTdTVMzk,Singakwenza Mobile 2,2013-04-01,2016-06-30,NA,NA,NA,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,NfdgOTKaUmB,Sitezi Clinic,1994-01-01,2015-12-31,"[30.349083,-29.652067]",30.349083,-29.652,NA,NA,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,prZeeBQpCYQ,Skymed Pharmacy,2018-07-01,NA,"[30.407844,-29.563242]",30.407844,-29.5632,NA,"582 Chota Motala Road, Pietermaritzburg",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,I1WKMQMbn3Y,Sobantu Clinic,1994-01-01,NA,"[30.424803,-29.595254]",30.424803,-29.5952,NA,"Thuthuko Street, Sobantu",Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,bQ7F6i4PltR,Songonzima Clinic,1994-01-01,NA,"[30.125095,-29.698034]",30.125095,-29.698,NA,Cnr Sevontein and Buoner Road,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,Nwi0W7XZlqQ,Southgate Med Pharmacy Depot,2018-07-01,NA,"[30.38287,-29.63975]",30.38287,-29.6397,NA,"Shop 6, Southgate Centre, 19 Trelawney Road, Bisley, Pietermaritzburg",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,g4va638EetX,Sparksport Pharmacy,2017-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,S48FPcZjg0y,St Mary's Private Hospital,2018-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,hH9RTAsZ0OW,Stott Road Clinic,1994-01-01,2016-05-31,"[30.33902,-29.60832]",30.33902,-29.6083,NA,144 Zwarkop Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,yqHjzU4ZygY,Taylors Halt Clinic,1994-01-01,NA,"[30.191402,-29.681988]",30.191402,-29.6819,NA,Edendale Road,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,OhDcuL21ITo,TB/HIV Care Pietermaritzburg Non-Medical Site,2015-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,nlmshH5Aqon,Technikon Natal (Pietermaritzburg) Occupational Health Centre,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Other,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,jjbaE46di9h,Thandanani Non-Medical Site,2012-04-01,2013-03-31,NA,NA,NA,NA,NA,Not-for-profit,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,l2BveLZ6FHk,The Msunduzi Local Municipality - DM EHS,2012-09-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,EHS DM Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,AI0I6l2Aqsx,The Msunduzi Local Municipality - LG EHS,1994-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,EHS LG Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,qXVrhX4keDo,The Msunduzi Local Municipality - Prov EHS,1994-01-01,2016-06-30,NA,NA,NA,NA,NA,Gov Province,Urban,EHS Prov Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,IpaiPIK2gKJ,The Msunduzi sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,jWsx2PyeXHF,TM Winn Pharmacy,2018-07-01,NA,"[30.37572,-29.59878]",30.37572,-29.5987,NA,"62 Chief Albert Luthuli Street, Pietermaritzburg",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,Hpkk0xUNs5J,Townhill Hospital,1994-01-01,NA,"[30.366437,-29.587497]",30.366437,-29.5874,NA,Hyslop Road,Gov Province,Urban,Specialised Psychiatric Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,VYdShJCfczi,uMgungundlovu District EHP,2018-10-01,NA,NA,NA,NA,NDoH Communication Officer,"Private Bag X828, PRETORIA, 0001. Civitas Building Cnr Thabo Sehume & Struben Streets",Gov National,Urban,Environmental Health Service,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,mteOn4kQduO,uMgungundlovu District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Health District Office,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,QEWPpmGx1sp,uMgungundlovu PPSD - Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,Ex8RWpe5h7U,uMgungundlovu Primary Condom Distribution Site,2017-04-01,NA,NA,NA,NA,NA,NA,Gov Province,Urban,Stock Distribution Point,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,ekQKweirWhQ,Umsunduzi Primary Condom Distribution Site,2011-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Stock Distribution Point,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,MT8alTaGnHq,University of KZN (Pmb) Clinic,2012-12-01,NA,"[30.395216,-29.619472]",30.395216,-29.6194,NA,NA,Gov Other,Urban,Specialised Centre,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,D9WgpcmFMAN,Wembley House Hospital,2018-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,HHTT9mukxtH,Wembley Pharmacy,2014-05-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,EkxV5CT6gCf,Willowfountain Clinic,1994-01-01,NA,"[30.326688,-29.703992]",30.326688,-29.7039,NA,Willowfountain Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,IBASHOKpq4U,Winns Pharmacy,2014-05-01,NA,NA,NA,NA,NA,NA,Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Msunduzi,lNRexchaNxt,Woodlands Clinic,1994-01-01,NA,"[30.392693,-29.579924]",30.392693,-29.5799,NA,5 Spruce Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,L8XnbfSlkLK,Bhamjee's Pharmacy,2018-07-01,NA,"[30.26734,-29.86979]",30.26734,-29.8697,NA,"65 Shepstone Street, Richmond",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,qabpldsHEKq,Camperdown Gateway Clinic,2000-09-01,2014-12-31,"[30.539,-29.715]",30.539,-29.715,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,A5IPodWMB14,Dr PW Van Eck General Practitioner,1999-12-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,rtpSCxbNZxl,Enkumane Clinic,2002-10-01,NA,"[30.391647,-30.057768]",30.391647,-30.0577,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,EghLY62ecEW,Mbuthisweni Clinic,1994-01-01,NA,"[30.457809,-30.059721]",30.457809,-30.0597,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,XztP0M2oW5R,Ndaleni Clinic,1994-01-01,NA,"[30.246868,-29.886656]",30.246868,-29.8866,NA,Ndaleni,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,bI05A66Odp3,NHLS Richmond Microscopy Centre,2010-01-01,NA,"[30.274875,-29.864767]",30.274875,-29.8647,NA,"Richmond Chest Hospital, Durban Road, Richmond, 3780",Gov NHLS,Peri-Urban,Laboratory,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,HqlyxCGmsF1,Phatheni Clinic,2011-04-01,NA,"[30.290073,-29.83739]",30.290073,-29.8373,NA,NA,Gov Province,Peri-Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,jPSKVXXpsKu,Richmond Chest Hospital,1994-01-01,NA,"[30.275817,-29.864554]",30.275817,-29.8645,NA,"Chilley Road, Richmond, 3780",Gov Province,Peri-Urban,Specialised TB Hospital,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,PSHpwqXoA4N,Richmond Clinic,1994-01-01,NA,"[30.273773,-29.8688]",30.273773,-29.8688,NA,54nelson Street,Gov Province,Peri-Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,TA6Fm1OdI4t,Richmond EMS Station,1994-01-01,NA,"[30.27743,-29.86942]",30.27743,-29.8694,NA,NA,Gov Province,Peri-Urban,EMS Station,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,eIgCeR8Nd9G,Richmond Local Municipality - DM EHS,2012-09-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,EHS DM Service,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,WnyiAOkqci9,Richmond Local Municipality - LG EHS,1994-01-01,2016-06-30,NA,NA,NA,NA,NA,Gov Municipality,Urban,EHS LG Service,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,ow8f1acGJYI,Richmond Local Municipality - Prov EHS,1994-01-01,2016-06-30,NA,NA,NA,NA,NA,Gov Province,Urban,EHS Prov Service,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,byYkVqgVwIg,Richmond Mobile 1,1994-01-01,NA,"[30.273443,-29.868752]",30.273443,-29.8687,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,qMlVgR0ZMvB,Richmond Primary Condom Distribution Site,2011-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Stock Distribution Point,KZ
KwaZulu-Natal,uMgungundlovu,Richmond,b41ZIMGeqmg,Richmond sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,WZwta3zTnd4,Balgowan Clinic,1994-01-01,NA,"[30.052843,-29.396327]",30.052843,-29.3963,NA,"R103 Old Main Road, Balgowan Village",Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,YzvjrY6jT6U,Clicks Howick Pharmacy,2014-01-01,NA,"[30.2347,-29.4851]",30.2347,-29.4851,NA,NA,Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,A60bigzl1YA,Dr I Nosenzo General Practitioner,2005-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,A9kl6pbq3Xs,Dr Neil C Shearer General Practitioner,2006-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,AAdKgD0pQNO,Dr PM Sewgoolam General Practitioner,2013-10-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,A4aEyA10fJ9,Dr PW Vogts General Practitioner,2004-05-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,AaliM0n0d60,Dr RA Reed General Practitioner,2005-12-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,aAA3EtDeV5m,Dr SJ Tshabalala General Practitioner,2003-01-01,NA,NA,NA,NA,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,KWhNnMVOOsO,Hilton Pharmacy,2014-05-01,2016-06-30,"[30.30061,-29.55123]",30.30061,-29.5512,NA,"Shop 16, The Quarry Centre, Hilton Avenue, Hilton Heights, Durban",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,H39kT0wDkSM,Howick Clinic,1994-01-01,NA,"[30.231673,-29.486964]",30.231673,-29.4869,NA,24 Morning Street,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,ZIZiWTytm1h,Howick EMS Station,1994-01-01,NA,"[30.2322,-29.50056]",30.2322,-29.5005,NA,NA,Gov Province,Urban,EMS Station,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,aNCq0AvcSHw,Howick Hospice,2004-01-01,NA,"[30.23167,-29.48696]",30.23167,-29.4869,NA,NA,Not-for-profit,Urban,Longterm Care,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,bYDnmQcvs1Q,Howick Pharmacy,2018-07-01,NA,"[30.20343,-29.47484]",30.20343,-29.4748,NA,"Shop 9, The Fall Centre, 21 Main Street, Howick",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,F1d8Gxy7G4h,Howick West Satellite Clinic,1994-01-01,2016-05-31,"[30.229935,-29.506017]",30.229935,-29.506,NA,NA,Gov Province,Urban,Satellite Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,x5FyHNdCmeu,Lancet Howick Laboratory,2018-01-01,NA,"[30.21833,-29.477326]",30.21833,-29.4773,NA,"Suite 101, Howick Mediclinic, 11 Main Street, Howick, Pietermaritzburg",Private,Urban,Laboratory,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,qQLWHbhAexa,Life Hilton Private Hospital,2014-10-01,NA,"[30.299325,-29.539597]",30.299325,-29.5395,NA,2 Monzali Drive,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,Uyj5z13t7Eb,Lions River Mobile 1,1994-01-01,NA,"[30.234727,-29.50557]",30.234727,-29.5055,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,p1PkkqyHk9G,Lions River Mobile 2,1994-01-01,NA,"[30.234727,-29.50557]",30.234727,-29.5055,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,iL1oIFz6BGd,Lions River Mobile 3,2003-09-01,NA,"[30.234727,-29.50557]",30.234727,-29.5055,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,Vefg7aaRkJq,Lions River Mobile 4,2008-01-01,2016-05-31,"[30.23473,-29.50557]",30.23473,-29.5055,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,rSLo2b8faW6,Mediclinic Howick Hospital,2018-04-01,NA,"[30.218672,-29.477073]",30.218672,-29.477,NA,"107 Main Street, Howick, 3290",Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,ahnbkyo0UJx,Mpophomeni Clinic,1994-01-01,NA,"[30.17552,-29.56525]",30.17552,-29.5652,NA,2692 Mtholampilo Road,Gov Province,Urban,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,wBHwpWYOtNA,Mpop-Med Pharmacy,2018-07-01,NA,"[30.18017,-29.55584]",30.18017,-29.5558,NA,"1043 Mandela Road, Mpophomeni, Howick",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,uTshtIFLzAY,NHLS Mpophomeni Microscopy Centre,2010-01-01,NA,"[30.1755,-29.5652]",30.1755,-29.5652,NA,"2692 Umtholampilo Road, Merrivale, 3291",Gov NHLS,Urban,Laboratory,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,OgBJuJ1iBHt,NHN Oatlands Care Medical Centre,2014-10-01,NA,"[30.217638,-29.4784]",30.217638,-29.4784,NA,52 Fraser Street,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,jdL745UmCg6,Oatlands Care Centre,2018-04-01,NA,NA,NA,NA,NA,NA,Private,Urban,Private Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,hgcdkmjFGI9,Orient Medicine Pharmacy Depot,2018-07-01,NA,"[30.23131,-29.48618]",30.23131,-29.4861,NA,"Shop 19-21, Howick Centre, Havard Street, Howick",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,Ipki7hRyV9O,The Howick Village Pharmacy,2018-07-01,NA,"[30.22006,-29.47776]",30.22006,-29.4777,NA,"105 Main Road, Howick Medical Centre, Howick",Private,Urban,Pharmacy,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,SHfj09wAvMJ,Umgeni Waterfall Institute Hospital,1994-01-01,NA,"[30.232779,-29.500878]",30.232779,-29.5008,NA,Old Main Road,Gov Province,Urban,Specialised Psychiatric Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,JKHuIH5plLb,uMngeni Local Municipality - DM EHS,2012-09-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS DM Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,DgRtVIi2SRV,uMngeni Local Municipality - LG EHS,1994-01-01,2016-06-30,NA,NA,NA,NA,NA,Gov Municipality,Rural,EHS LG Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,Y9Vl2JUf74e,uMngeni Local Municipality - Prov EHS,1994-01-01,2016-06-30,NA,NA,NA,NA,NA,Gov Province,Rural,EHS Prov Service,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,pp2C2SVoO5j,uMngeni Primary Condom Distribution Site,2011-04-01,NA,NA,NA,NA,NA,NA,Not-for-profit,Urban,Stock Distribution Point,KZ
KwaZulu-Natal,uMgungundlovu,uMngeni,A1SjGd5ZCaF,uMngeni sub-District Office,2016-01-01,NA,NA,NA,NA,NA,NA,Gov Municipality,Urban,Health sub-District Office,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,gm8Fkap71FO,Appelsbosch EMS Station,1994-01-01,NA,"[30.84289,-29.39033]",30.84289,-29.3903,NA,"Noordsburg Road, Dalton",Gov Province,Rural,EMS Station,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,dJ7pggzS0Rw,Appelsbosch Gateway Clinic,2005-03-01,NA,"[30.842696,-29.38985]",30.842696,-29.3898,NA,R44 Noorsberg Street,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,EL8ELVF8v3h,Appelsbosch Hospital,1994-01-01,NA,"[30.842696,-29.38985]",30.842696,-29.3898,NA,"R44 Fawnlease Road, Ozwathini",Gov Province,Rural,District Hospital,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,bDbEiBXFFvD,Appelsbosch Mobile 1,1994-01-01,NA,"[30.842851,-29.390021]",30.842851,-29.39,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,MqlpHt5pLSO,Appelsbosch Mobile 2,2000-09-01,NA,"[30.842851,-29.390021]",30.842851,-29.39,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,LGRcoLY0scU,Appelsbosch Mobile 3,2000-09-01,2016-05-31,"[30.84285,-29.39002]",30.84285,-29.39,NA,NA,Gov Province,Rural,Mobile Service,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,mYiWEei79lf,Bambanani Clinic,1994-01-01,NA,"[30.847601,-29.269638]",30.847601,-29.2696,NA,Bambanani Area,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,fgvYp912RQx,Cramond Clinic,2000-03-01,NA,"[30.429371,-29.415763]",30.429371,-29.4157,NA,"Off Greytown Road, next To Cramond Supermarket",Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,A4d5UKEDPoJ,Dr H Steinhagen General Practitioner,1998-01-01,NA,"[30.62742052,-29.341625]",30.62742052,-29.3416,NA,NA,Private,Urban,General Practitioner,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,PybO9aos66C,Efaye Clinic,2001-04-01,NA,"[30.724303,-29.447367]",30.724303,-29.4473,NA,D348 5km Efaye,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,Qh7UxC9UaPb,Emtulwa Clinic,1994-01-01,NA,"[30.763197,-29.233572]",30.763197,-29.2335,NA,D40 Road Emtulwa,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,weywuhZvFoy,Gcumisa Clinic,1994-01-01,NA,"[30.693798,-29.516558]",30.693798,-29.5165,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,YyTFlfnKiYB,Mambedwini Clinic,2013-12-01,NA,"[30.626056,-29.488222]",30.626056,-29.4882,NA,NA,Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,DYBE1Fy2uRE,Mayizekane Clinic,2004-07-01,NA,"[30.625178,-29.531196]",30.625178,-29.5311,NA,"Mayizekanye Clinic, D599 Road",Gov Province,Rural,Clinic,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,lw81tx6GxWK,New Hanover Comm Correctional Centre,1994-01-01,NA,"[30.5284,-29.3565]",30.5284,-29.3565,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,HHACNZ2MHL6,New Hanover Correctional Centre,1994-01-01,NA,"[30.5284,-29.3565]",30.5284,-29.3565,NA,NA,Gov DCS,Urban,Correctional Centre,KZ
KwaZulu-Natal,uMgungundlovu,uMshwathi,gW3yXtQdLKa,New Hanover District Surgeon General Practitioner,1994-01-01,NA,NA,NA,NA,NA,NA,Private,Rural,General Practitioner,KZ
