admin1_abb,admin2_abb,admin2_name,type,fac_name,admin1_name
KZ,DC27,uMkhanyakude,Mobile Service,Bethesda Mobile 3,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Hlabisa Mobile 1,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Hlabisa Mobile 2,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Manguzi Mobile 1,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Manguzi Mobile 2,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Manguzi Mobile 3,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mondi Mobile 1 (Umkhanyakude),KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mosvold Mobile 1,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mosvold Mobile 2,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mosvold Mobile 3,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mseleni Mobile 1,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mseleni Mobile 2,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mseleni Mobile 3,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mseleni Mobile 4,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mtubatuba Mobile 1,KwaZulu Natal
KZ,DC27,uMkhanyakude,Mobile Service,Mtubatuba Mobile 2,KwaZulu Natal
KZ,DC27,uMkhanyakude,Non-medical Site,Mkuze HTA Non-medical Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Non-medical Site,Mtubatuba HTA Non-Medical Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Primary Condom Distribution Site,Hlabisa Primary Condom Distribution Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Primary Condom Distribution Site,Jozini Primary Condom Distribution Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Primary Condom Distribution Site,Mtubatuba Primary Condom Distribution Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Primary Condom Distribution Site,The Big 5 False Bay Primary Condom Distribution Site,KwaZulu Natal
KZ,DC27,uMkhanyakude,Primary Condom Distribution Site,Umhlabuyalingana Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Brackenham Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Buchanana Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Chwezi Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Cinci Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Dinintuli Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Dondotha Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ekhombe Gateway Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ekuphumuleni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Empangeni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ensingweni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Eshowe Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Eshowe Gateway Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Esibhudeni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ewangu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Gezinsila Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Gingindlovu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Halambu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Isiboniso Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Khandisa Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,King Dinizulu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,KwaMagwaza Gateway Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,KwaMbiza Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,KwaMbonambi Clinic (Sappi Clinic),KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,KwaYanguye Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Luwamba Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mabamba Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mabhuqweni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Malunga Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mandaba Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mandlanzini Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Manyane Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mathungela Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Meerensee Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Melmoth Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mfongosi Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mpandleni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mthungweni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Mvutshini Clinic (uMlalazi),KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ndabaningi Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ndlangubo Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ndundulu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ngudwini Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ngwelezana Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nhlabane Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nkwalini Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nogajuka Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nomponjwana Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nongamlane Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ntambanana Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ntumeni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ntuze Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Nxamalala Clinic (Eshowe),KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Ocilwane Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Osungulweni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Phaphamani Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Richards Bay Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Samungu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Siphilile Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Sokhulu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Thalaneni Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Thokozani Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Umbonambi Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Umkhontokayise Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Vumanhlamvu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Clinic,Xulu Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Community Health Centre,Nseleni CHC,KwaZulu Natal
KZ,DC28,King Cetshwayo,Correctional Centre,Empangeni Correctional Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Correctional Centre,Eshowe Correctional Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Correctional Centre,Melmoth Correctional Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Correctional Centre,Mtunzini Correctional Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Correctional Centre,Qalakabusha Correctional Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,Catherine Booth Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,Ekhombe Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,Eshowe Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,KwaMagwaza Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,Mbongolwane Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,District Hospital,Nkandla Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,Mbonambi Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,Mthonjaneni Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,Nkandla Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,Ntambanana Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,uMhlathuze Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS DM Service,uMlalazi Local Municipality - DM EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,Mbonambi Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,Mthonjaneni Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,Nkandla Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,Ntambanana Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,uMhlathuze Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS LG Service,uMlalazi Local Municipality - LG EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Port Health Service,Richards Bay Harbour Port Health,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,Mbonambi Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,Mthonjaneni Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,Nkandla Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,Ntambanana Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,uMhlathuze Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EHS Prov Service,uMlalazi Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Ekhombe EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Empangeni EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Eshowe EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Esikhaleni EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Gingindlovu EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Mbonambi EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Mbongolwane EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Melmoth EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Nkandla EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,EMS Station,Ntambanana EMS Station,KwaZulu Natal
KZ,DC28,King Cetshwayo,Health Post,Nkungumathe Health Post,KwaZulu Natal
KZ,DC28,King Cetshwayo,Health Post,Thubalethu Health Post,KwaZulu Natal
KZ,DC28,King Cetshwayo,Hospice,Holy Cross Hospice,KwaZulu Natal
KZ,DC28,King Cetshwayo,Hospice,Zululand Hospice,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Catherine Booth Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Catherine Booth Mobile 1 (Eshowe),KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Catherine Booth Mobile 2 (Eshowe),KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Ekhombe Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Empangeni Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Empangeni Mobile 2,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Empangeni Mobile 3,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Empangeni Mobile 4,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Empangeni Mobile 5,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Eshowe Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Eshowe Mobile 2,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Eshowe Mobile 3,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Mbongolwane Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Mbongolwane Mobile 2,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Melmoth Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Melmoth Mobile 2,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Mfolozi Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Mfolozi Mondi Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Nkandla Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Nkandla Mobile 2,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Nkandla Mobile 3,KwaZulu Natal
KZ,DC28,King Cetshwayo,Mobile Service,Ntambanana Mobile 1,KwaZulu Natal
KZ,DC28,King Cetshwayo,Non-medical Site,Ethembeni Care Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Non-medical Site,Nseleni HTA Non-Medical Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Non-medical Site,Umhlathuze HTA Non-medical Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Non-medical Site,University of Zululand Non-medical Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Pharmacy,Clicks Empangeni Pharmacy,KwaZulu Natal
KZ,DC28,King Cetshwayo,Pharmacy,Medicco Pharmacy,KwaZulu Natal
KZ,DC28,King Cetshwayo,Pharmacy/Clinic,Clicks Merensee Pharmacy,KwaZulu Natal
KZ,DC28,King Cetshwayo,Pharmacy/Clinic,Clicks Richards Bay Pharmacy,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,Mbonambi Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,Mthonjaneni Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,Nkandla Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,Ntambanana Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,uMhlathuze Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Primary Condom Distribution Site,uMlalazi Primary Condom Distribution Site,KwaZulu Natal
KZ,DC28,King Cetshwayo,Private Clinic,Medicross Meerensee Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Private Clinic,Medicross Richards Bay Clinic,KwaZulu Natal
KZ,DC28,King Cetshwayo,Private Hospital,Life Empangeni Garden Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,Private Hospital,Netcare The Bay Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,Provincial Tertiary Hospital,Ngwelezana Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,Regional Hospital,Lower Umfolozi War Memorial Hospital,KwaZulu Natal
KZ,DC28,King Cetshwayo,Reproductive Centre,Empangeni Youth Health Centre,KwaZulu Natal
KZ,DC28,King Cetshwayo,Reproductive Centre,Eshowe Family Planning Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Amandlalathi Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Ballito Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Cato Street Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Chibini Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Darnall Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Dokodweni Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Esidumbini Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Glenhills Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Groutville Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Hlomendlini Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Isithebe Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Isithundu Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Kearsney Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,KwaDukuza Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,KwaDukuza Gateway Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,KwaNyuswa Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Macambini Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Mandeni Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Maphumulo Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Maqumbi Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Mbekaphansi Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,MOH Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Molokohlo Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Montebello Gateway Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Mphise Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Mpumelelo Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Mthandeni Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Nandi Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Ndulinde Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Ohwebede Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Oqaqeni Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Otimati Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Shakaskraal Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Thafamasi Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Tugela Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Umphumulo Gateway Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Untunjambili Gateway Clinic,KwaZulu Natal
KZ,DC29,iLembe,Clinic,Wosiyane Clinic,KwaZulu Natal
KZ,DC29,iLembe,Community Health Centre,Ndwedwe CHC,KwaZulu Natal
KZ,DC29,iLembe,Community Health Centre,Sundumbili CHC,KwaZulu Natal
KZ,DC29,iLembe,Correctional Centre,Maphumulo Correctional Centre,KwaZulu Natal
KZ,DC29,iLembe,Correctional Centre,Stanger Correctional Centre,KwaZulu Natal
KZ,DC29,iLembe,District Hospital,Montebello Hospital,KwaZulu Natal
KZ,DC29,iLembe,District Hospital,Umphumulo Hospital,KwaZulu Natal
KZ,DC29,iLembe,District Hospital,Untunjambili Hospital,KwaZulu Natal
KZ,DC29,iLembe,EHS DM Service,KwaDukuza Local Municipality - DM EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS DM Service,Mandeni Local Municipality - DM EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS DM Service,Maphumulo Local Municipality - DM EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS DM Service,Ndwedwe Local Municipality - DM EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS LG Service,KwaDukuza Local Municipality - LG EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS LG Service,Mandeni Local Municipality - LG EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS LG Service,Maphumulo Local Municipality - LG EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS LG Service,Ndwedwe Local Municipality - LG EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS Prov Service,KwaDukuza Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS Prov Service,Mandeni Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS Prov Service,Maphumulo Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC29,iLembe,EHS Prov Service,Ndwedwe Local Municipality - Prov EHS,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Isidumbini EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Isithebe EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Kwadukuza EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Maphumulo EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Ndwedwe EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Sundumbili EMS Station,KwaZulu Natal
KZ,DC29,iLembe,EMS Station,Untunjambili EMS Station,KwaZulu Natal
KZ,DC29,iLembe,Hospice,Blessed Gerard Care Centre,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Ballito Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Catherine Booth Mobile 1 (Endonda),KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Catherine Booth Mobile 2 (Endonda),KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Mangete Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Montebello Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Montebello Mobile 2,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Ndwedwe Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Ndwedwe Mobile 2,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Nyathikazi Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Stanger Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Stanger Mobile 2,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Sundumbili Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Sundumbili Mobile 2,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Umphumulo Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Umphumulo Mobile 2,KwaZulu Natal
KZ,DC29,iLembe,Mobile Service,Untunjambili Mobile 1,KwaZulu Natal
KZ,DC29,iLembe,Non-medical Site,KwaDukuza Taxi Rank Non-Medical Site,KwaZulu Natal
KZ,DC29,iLembe,Non-medical Site,Ndwedwe Taxi Rank Non-Medical Site,KwaZulu Natal
KZ,DC29,iLembe,Non-medical Site,Sundumbili Taxi Rank Non-Medical Site,KwaZulu Natal
KZ,DC29,iLembe,Pharmacy,Clicks Ballito Lifestyle Pharmacy,KwaZulu Natal
KZ,DC29,iLembe,Pharmacy,Clicks Stanger Pharmacy,KwaZulu Natal
KZ,DC29,iLembe,Pharmacy,Clicks Umhlali Pharmacy,KwaZulu Natal
KZ,DC29,iLembe,Private Hospital,Netcare Alberlito Hospital,KwaZulu Natal
KZ,DC29,iLembe,Regional Hospital,Stanger Hospital,KwaZulu Natal
KZ,DC29,iLembe,Reproductive Centre,Stanger Family Planning Clinic,KwaZulu Natal
KZ,DC29,iLembe,Satellite Clinic,Hlomendlini Satellite Clinic,KwaZulu Natal
KZ,DC29,iLembe,Specialised Chronic Hospital,Amatikulu Chronic Sick Home Hospital,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Christ the King Gateway Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,East Griqualand and Usher Memorial Gateway Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Gcinokuhle Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Gowanlee Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Gqumeni Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Gugwini Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Gwala Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Hlokozi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Ibisi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Ixopo Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Jolivet Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Kilmun Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Kokstad Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Kwamashumi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Ladam Irene Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Lourdes Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Malenge Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Mntungwana Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Mnyamana Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Mqatsheni Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Mvoti Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Mvubukazi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Ncwadi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Ndawana Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Nokweja Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Qulashe Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Rietvlei Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Rietvlei Gateway Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Riverside Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Sandanezwe Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Sangcwaba Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Sihleza Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Singisi Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Siphamandla Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Sokhela Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,St Apollinaris Gateway Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,St Margaret's Clinic,KwaZulu Natal
KZ,DC43,Harry Gwala,Clinic,Tsatsi Memorial Clinic,KwaZulu Natal
